n,M(n),M_total,omega,f
661,1.9364062937097425605859766226242332933757609530004e-34,1.6725717610249176992055931007384037105039560799648e-27,133287067463191.41255056926680962781225026002278863,21213295636989.843680755173342080697698741823007615
662,1.4599885501734301767249654819451004392362203477955e-33,1.6725732210134678726357698257038856556043953161851e-27,133287009290062.60608789195295959485164462665999966,21213286378448.839010690529432473490685234063982505
663,1.1367236741062294143302409609562125509390053914101e-33,1.6725743577371419788651841559448466118169462551905e-27,133286963997450.06765060462968900205673845098419721,21213279169905.667972438919353070444245734282157267
664,1.9913838579079523276861105495645795207467665905267e-33,1.6725763491209998868175118420553961763964670019571e-27,133286884651120.76014409604456198285910794634932963,21213266541545.142485453499616436147225886425529791
665,9.0247610806172386900348473414790932635392688061868e-34,1.672577251597107948541380845540130324305793355884e-27,133286848692170.27615187309860488995681966055404207,21213260818500.424561389015586212305845238641935664
666,-8.4081815957557957532238418640746323862254676883789e-35,1.6725771675152919909834233133017116835594694936293e-27,133286852042389.43438070235094396925203494276440647,21213261351704.36403467583064375647305088568330668
667,-1.4453491428256248871682311707745717219488818231009e-33,1.6725757221661491653585361450705409089877475447475e-27,133286909632008.00224862678807165322481272979218119,21213270517376.829887654311059285907014803534666433
668,-1.2153331856149899824855239015567125552960663866866e-33,1.6725745068329635503685536595466393522751922486811e-27,133286958056749.14112898316116360570378392350845657,21213278224413.750085920359917111418590988095039178
669,-1.7084940841947307695163378374045860844927271950294e-33,1.6725727983388793556377841432088019476891077559539e-27,133287026131490.46592999160726009509823215539927693,21213289058845.331630120556920612540579790728798807
670,-1.1546332708272672448748407450698872977705015118607e-33,1.6725716437056085283705392683680568778018099854524e-27,133287072137773.35372661485391407638580119621402292,21213296380972.666507030338786623903795538847844295
671,1.2198143618193648547102422214547751729720563468219e-35,1.6725716559037521465641878154704790923495617151729e-27,133287071651738.91519879401959814957016648025674191,21213296303617.883102433712063105136847664658210212
672,1.2902647908733953997227154250801517304937775182664e-33,1.6725729461685430199595875381859041725012922089505e-27,133287020241231.17280020862216952973361980376142602,21213288121381.449035542298818204421703386405512644
673,1.4476725282022386853185820649247601451832963738913e-33,1.6725743938410712221982728567679690972614373922468e-27,133286962558894.28175811888844644913086172690196325,21213278940952.403734203580110438746500813877460783
674,1.3831607878971035815089072429123734723644223231679e-33,1.6725757770018591193018543656752120096349097566692e-27,133286907447089.8425926860011624447145228594766469,21213270169636.30452716436759826141977411104859657
675,1.353106826646304603291732676746915703157939676657e-33,1.6725771301086857656064576574078887565506129146088e-27,133286853532846.48767345254100048036353008583682358,21213261588917.971532397500816878025847156546392863
676,4.7441517853049347571675043257394361823959127382016e-35,1.672577177550203618655805229082932013944974738568e-27,133286851642550.84955042241958875458421439373160191,21213261288068.076820068662488539481559631846557091
677,-1.0415066883892740830553994460142636316069068645465e-33,1.6725761360435152293817221736834859996813431316611e-27,133286893141147.79172400051642177514185331870511766,21213267892774.911545206280534661327863153520010701
678,-1.7185716982061986667600715169680717603362028260268e-33,1.6725744174718170231830554136119690316095827954583e-27,133286961617330.69300598970056955448953131449013803,21213278791097.904348957715949123189585373950249688
679,-1.1425147398116454714254343413410523801974445490054e-33,1.6725732749570772115375839881776276905572025980137e-27,133287007140685.19921439738181888649016361411456094,21213286036364.800136733934253072130693694865403823
680,-1.431841566221659026430339072010041774536980157082e-33,1.6725718431155109898785575578385556805154280610336e-27,133287064192296.16660968851697305955257918097092842,21213295116410.696953483299341461544017609079995652
681,-1.2562422022987001548176534272707910748844939559091e-34,1.6725717174912907600085420760732129534363205725842e-27,133287069197786.51909366748464876887770977718788313,21213295913059.229150102096984511493253546259461162
682,7.7503447532833905332430071832885403061693702478961e-34,1.6725724925257660883475954003739312822903511895212e-27,133287038316588.19364494918630443558645313033513859,21213290998163.867053777797725861154639610696267692
683,1.904128401062416588864188648977931293442379233935e-33,1.6725743966541671507641842645625802602216446319004e-27,133286962446806.88743561513464931710837798073431757,21213278923113.140869486662820844407831687882487978
684,1.0788884016911168976205772217899278407062023572463e-33,1.6725754755425688418810818851398020501494853381028e-27,133286919458677.74977978780795911982685088804099437,21213272081339.894338825749842605802238685356931771
685,1.3679657597107335623534789492644448916263553959127e-33,1.6725768435083285526146442386187513145943769644582e-27,133286864952369.10815978179193503345497187597337052,21213263406391.444332510730558554137638064171030359
686,2.3888480061933095638751170522676874254410101251356e-34,1.6725770823931291719456006261304565413631195085592e-27,133286855434061.21329885037979696269607224900409263,21213261891505.692994781098782947512205988520419585
687,-5.6186761744529210840746255549895883918988772716594e-34,1.6725765205255117266534922186679010424042803186715e-27,133286877821545.63959599487009083998012255298878179,21213265454584.502832796229573665785211873652172508
688,-1.9200107708727366242306319213834940747692957803364e-33,1.6725746005147408539168679880359796589102055493757e-27,133286954324013.0069255657677288202999694599811142,21213277630330.343069714073870521367372254371833234
689,-1.2135052768051847782682176465925991009344721435871e-33,1.6725733870094640487320897198183330663111046149035e-27,133287002675970.03315978665266698941125809623766543,21213285325783.311961790329470697432246203334690598
690,-1.1951965023874197403610100130063562754681152019452e-33,1.6725721918129616613123493588083200599548291467883e-27,133287050298467.80416188982729574634292256388904723,21213292905139.234599542535928013152170463443215621
691,-3.7813789080589806664993780683053726096279339417682e-34,1.6725718136750708554142827088705132294175681839949e-27,133287065365348.88240372502005811994772747605231992,21213295303107.835179476451922377617566290922237291
692,4.4039924854548651290992195557978423551441144154545e-34,1.6725722540743194009007956187924688092018036984064e-27,133287047817668.31173301059678225894468746057124585,21213292510307.732559621428109726934099218014705429
693,1.7513400732747505891914345583118294461810348313242e-33,1.6725740054143926756513848102270271210312498794412e-27,133286978035700.98415577234600863086865470429088287,21213281404162.693698566428029443749959942801614623
694,1.4887414395892626939382340274993170734860925628173e-33,1.6725754941558322649140787484610546203483233655338e-27,133286918717035.72575764305446590973934783455815675,21213271963303.900211023228044815349829005547495204
695,9.9346195490853726835182904474753609743052123663659e-34,1.672576487617787173451347100290099367884420796055e-27,133286879132746.61390256643517471198085694271006873,21213265663268.619280596345334400150045452382041586
696,5.116331376945099518640884295976289748939886157009e-34,1.6725769992509248679612989643785289655133956900436e-27,133286858746842.27891837733373104442041237081817608,21213262418751.174969365299177196899736734664168565
697,-4.0595880817393945540508734832149674484930306354833e-34,1.6725765932921166940218435592911806440166508407406e-27,133286874922176.56730352605575646773205911814876226,21213264993135.58312968698168276774375013680128146
698,-1.4535121100759506468480419714407427994388831637328e-33,1.6725751397800066180711967112492092032738514018574e-27,133286932837076.80582096602593409903985523020671399,21213274210578.234763725748082276854554324810060276
699,-1.7917897641058748386344432769654360316824941880388e-33,1.6725733479902425121963580768059322378378197193632e-27,133287004230686.62040894882617319944588199172796885,21213285573224.141929456464803549227438286631806149
700,-8.580366488751056420732948308178604536840262495978e-34,1.672572489953593637090716003511101419977366035337e-27,133287038419076.20238448430719814805494945765126035,21213291014475.340252320181713601945160535078475749
701,-6.0098420282693657174015185776438318768926531172836e-34,1.6725718889693908101541442633592436555941783460717e-27,133287062365250.91215267314628365025120671673185902,21213294825627.413454059584945991634265549166218631
702,4.1994537981067791362469227380612186721567234096585e-34,1.672572308914770620832057888051517461716045561744e-27,133287045632554.44100520331795396410568484037643234,21213292162536.058814626119289047442184518950229211
